subject,pre,post,delta
12,92.7287581753004,215.862599753277,123.13384157797661
18,41.5622633431084,316.778871422183,275.2166080790746
3,845.70320714476,730.676953362774,-115.02625378198593
30,0.0,32.1463539815403,32.1463539815403
33,141.593230670319,422.862754607297,281.269523936978
4,15.0926351995372,8.25332258388671,-6.83931261565049
41,31.3280662819023,313.372464554064,282.0443982721617
50,207.535856549298,9.91469858660964,-197.62115796268836
52,433.245259185193,1045.37885167246,612.1335924872672
68,240.712633311089,91.5255687033035,-149.1870646077855
74,55.4803440251777,91.4503212653894,35.969977240211705
