dataset	unit_kind	unit_id	patient	n_cells	n_malignant	n_epithelial_like	n_tnk	frac_tnk	epi_definition	n_scored_epi	eligible	ici_gallery	TACSTD2_epi_mean	TACSTD2_epi_pctpos	CLDN4_epi_mean	CLDN4_epi_pctpos	EPCAM_epi_mean	EPCAM_epi_pctpos	PTPRC_epi_mean	PTPRC_epi_pctpos
NSCLC_GSE148071	sample	GSM4453576	P1	5302	3900	3906	59	0.011127876273104489	Malignant	3900	True	None	0.8979891538619995	63.43589743589744	1.2270216941833496	74.64102564102564	1.1305444240570068	74.74358974358975	0.08664064109325409	8.282051282051283
NSCLC_GSE148071	sample	GSM4453577	P2	305	272	281	11	0.036065573770491806	Malignant	272	False	None	0.7584999799728394	61.76470588235294	2.0584166049957275	95.58823529411765	1.2389012575149536	84.55882352941177	0.004317424725741148	0.7352941176470588
NSCLC_GSE148071	sample	GSM4453578	P3	7588	7447	7449	13	0.001713231418028466	Malignant	7447	False	None	1.291896939277649	61.5147039076138	0.9968166947364807	52.02094803276487	1.5363044738769531	75.72176715455889	0.004866586532443762	0.48341614072780986
NSCLC_GSE148071	sample	GSM4453579	P4	4360	789	793	325	0.07454128440366972	Malignant	789	True	None	1.871756911277771	87.45247148288973	0.28260937333106995	18.75792141951838	0.28800278902053833	27.249683143219265	0.125655397772789	10.899873257287707
NSCLC_GSE148071	sample	GSM4453580	P5	2353	1	1701	22	0.009349766255843604	epithelial_like	1701	True	None	0.6535195112228394	53.55673133450911	1.0204477310180664	69.54732510288066	0.9203978180885315	66.54908877131099	0.06325981020927429	5.349794238683128
NSCLC_GSE148071	sample	GSM4453581	P6	2752	1726	2242	58	0.021075581395348836	Malignant	1726	True	None	1.9345592260360718	84.41483198146003	2.0195930004119873	77.86790266512168	0.3868299424648285	29.54808806488992	0.07672916352748871	6.60486674391657
NSCLC_GSE148071	sample	GSM4453582	P7	2679	149	277	1197	0.44680851063829785	Malignant	149	True	None	0.8250265717506409	64.42953020134227	0.5080106854438782	38.92617449664429	0.22651657462120056	24.832214765100673	0.07968936860561371	9.395973154362416
NSCLC_GSE148071	sample	GSM4453583	P8	1294	245	514	187	0.1445131375579598	Malignant	245	True	None	1.4931411743164062	86.53061224489797	2.2740044593811035	95.91836734693877	1.8453090190887451	91.42857142857143	0.04294923320412636	4.081632653061225
NSCLC_GSE148071	sample	GSM4453584	P9	3490	68	2205	67	0.019197707736389683	Malignant	68	True	None	1.5839425325393677	76.47058823529412	1.541136622428894	75.0	0.9084439277648926	63.23529411764706	0.0566939041018486	4.411764705882353
NSCLC_GSE148071	sample	GSM4453585	P10	3731	2610	2610	48	0.012865183596890914	Malignant	2610	True	None	1.001298189163208	69.57854406130268	1.1063438653945923	71.11111111111111	1.0147777795791626	73.10344827586206	0.05509668216109276	5.478927203065134
NSCLC_GSE148071	sample	GSM4453586	P11	554	62	71	184	0.33212996389891697	Malignant	62	True	None	0.0	0.0	0.07314463704824448	3.225806451612903	0.425458699464798	38.70967741935484	0.08650512248277664	8.064516129032258
NSCLC_GSE148071	sample	GSM4453587	P12	839	75	483	132	0.1573301549463647	Malignant	75	True	None	1.727101445198059	89.33333333333333	2.344403028488159	92.0	1.657724142074585	86.66666666666667	0.007067639846354723	1.3333333333333335
NSCLC_GSE148071	sample	GSM4453588	P13	904	77	170	241	0.2665929203539823	Malignant	77	True	None	1.1291632652282715	66.23376623376623	1.9126218557357788	87.01298701298701	1.248216152191162	72.72727272727273	0.06964609026908875	5.194805194805195
NSCLC_GSE148071	sample	GSM4453589	P14	1750	1356	1434	31	0.017714285714285714	Malignant	1356	True	None	2.1972975730895996	91.22418879056046	0.37239760160446167	22.71386430678466	1.1563557386398315	64.45427728613569	0.10545897483825684	7.7433628318584065
NSCLC_GSE148071	sample	GSM4453590	P15	2395	2226	2227	2	0.0008350730688935282	Malignant	2226	False	None	2.3894331455230713	84.68104222821205	1.3314539194107056	59.74842767295597	0.7573168873786926	37.915543575920935	0.1467156857252121	8.086253369272237
NSCLC_GSE148071	sample	GSM4453591	P16	1133	950	952	2	0.00176522506619594	Malignant	950	False	None	1.7156026363372803	79.05263157894737	1.717644214630127	82.0	2.036144971847534	88.21052631578948	0.02165275812149048	1.5789473684210527
NSCLC_GSE148071	sample	GSM4453592	P17	7986	7901	7901	0	0.0	Malignant	7901	False	None	1.359894037246704	71.21883305910644	0.7005249857902527	48.90520187318061	1.280032992362976	69.87723073028731	0.002351083792746067	0.17719276041007467
