dataset	unit_kind	unit_id	patient	n_cells	n_malignant	n_epithelial_like	n_tnk	frac_tnk	epi_definition	n_scored_epi	eligible	ici_gallery	TACSTD2_epi_mean	TACSTD2_epi_pctpos	CLDN4_epi_mean	CLDN4_epi_pctpos	EPCAM_epi_mean	EPCAM_epi_pctpos	PTPRC_epi_mean	PTPRC_epi_pctpos
NSCLC_GSE148071	sample	GSM4453593	P18	2979	1563	1755	70	0.023497818059751596	Malignant	1563	True	None	1.014553427696228	47.408829174664106	1.2899569272994995	68.13819577735126	1.3065191507339478	69.28982725527831	0.08832922577857971	7.229686500319897
NSCLC_GSE148071	sample	GSM4453594	P19	287	117	187	30	0.10452961672473868	Malignant	117	True	None	2.4639251232147217	88.03418803418803	1.66049325466156	72.64957264957265	0.3998655676841736	34.18803418803419	0.10677355527877808	7.6923076923076925
NSCLC_GSE148071	sample	GSM4453595	P20	425	395	398	4	0.009411764705882352	Malignant	395	False	None	1.3223834037780762	73.9240506329114	2.1398797035217285	91.39240506329114	2.154247999191284	90.63291139240506	0.0069749136455357075	0.7594936708860759
NSCLC_GSE148071	sample	GSM4453596	P21	1966	1811	1815	11	0.005595116988809766	Malignant	1811	False	None	0.8266550302505493	62.28602981778023	1.3718435764312744	79.67973495306461	1.9231325387954712	91.60684704583103	0.05927187576889992	4.748757592490336
NSCLC_GSE148071	sample	GSM4453597	P22	378	139	140	97	0.2566137566137566	Malignant	139	True	None	2.0070993900299072	85.61151079136691	2.349416494369507	90.64748201438849	1.2105567455291748	69.7841726618705	0.0054477425292134285	0.7194244604316548
NSCLC_GSE148071	sample	GSM4453598	P23	2372	1777	1822	50	0.021079258010118045	Malignant	1777	True	None	1.371341347694397	74.05740011254925	0.621630847454071	36.74732695554305	0.9926362633705139	62.746201463140125	0.06595385074615479	5.571187394485087
NSCLC_GSE148071	sample	GSM4453599	P24	252	27	65	73	0.2896825396825397	Malignant	27	True	None	0.8497883081436157	44.44444444444444	1.478697657585144	62.96296296296296	1.5431475639343262	62.96296296296296	0.0	0.0
NSCLC_GSE148071	sample	GSM4453600	P25	3459	3138	3138	1	0.0002891008962127783	Malignant	3138	False	None	0.6238850951194763	42.638623326959845	1.1707532405853271	60.7074569789675	1.2386572360992432	69.50286806883366	0.005499209277331829	0.5417463352453792
NSCLC_GSE148071	sample	GSM4453601	P26	130	24	46	44	0.3384615384615385	Malignant	24	True	None	1.4264777898788452	66.66666666666666	2.0142343044281006	79.16666666666666	1.1143769025802612	58.333333333333336	0.0	0.0
NSCLC_GSE148071	sample	GSM4453602	P27	157	10	10	34	0.21656050955414013	epithelial_like	10	False	None	3.2421927452087402	90.0	2.8600339889526367	90.0	0.0	0.0	0.0	0.0
NSCLC_GSE148071	sample	GSM4453603	P28	2289	672	704	159	0.06946264744429882	Malignant	672	True	None	1.780860185623169	81.10119047619048	1.698474645614624	80.50595238095238	1.6967530250549316	78.72023809523809	0.04080010578036308	3.273809523809524
NSCLC_GSE148071	sample	GSM4453604	P29	969	815	821	4	0.0041279669762641896	Malignant	815	False	None	0.29594630002975464	25.766871165644172	0.5970546007156372	41.84049079754602	0.16052407026290894	14.60122699386503	0.0049888696521520615	0.6134969325153374
NSCLC_GSE148071	sample	GSM4453605	P30	742	573	586	4	0.005390835579514825	Malignant	573	False	None	0.062112558633089066	6.631762652705062	0.9036057591438293	69.10994764397905	0.6554687023162842	50.08726003490401	0.005790089722722769	0.8726003490401396
NSCLC_GSE148071	sample	GSM4453606	P31	383	341	342	4	0.010443864229765013	Malignant	341	False	None	1.7449654340744019	71.8475073313783	1.4528579711914062	73.60703812316716	1.5602917671203613	83.87096774193549	0.004262892995029688	0.2932551319648094
NSCLC_GSE148071	sample	GSM4453607	P32	459	164	343	55	0.11982570806100218	Malignant	164	True	None	2.925847053527832	95.73170731707317	3.000330924987793	97.5609756097561	2.1657533645629883	89.63414634146342	0.02681669034063816	2.4390243902439024
NSCLC_GSE148071	sample	GSM4453608	P33	350	36	317	3	0.008571428571428572	Malignant	36	False	None	2.1215243339538574	91.66666666666666	1.86513352394104	86.11111111111111	1.7968945503234863	91.66666666666666	0.03267757222056389	2.7777777777777777
NSCLC_GSE148071	sample	GSM4453609	P34	959	423	438	16	0.016684045881126174	Malignant	423	False	None	0.4882602095603943	43.262411347517734	0.9885475635528564	64.30260047281324	1.3220757246017456	76.12293144208037	0.06505674868822098	6.619385342789598
NSCLC_GSE148071	sample	GSM4453610	P35	1039	7	882	62	0.059672762271414825	epithelial_like	882	True	None	0.6821005344390869	40.58956916099773	0.8901241421699524	51.92743764172335	1.2107213735580444	68.59410430839003	0.03812443092465401	2.6077097505668934
NSCLC_GSE148071	sample	GSM4453611	P36	258	155	156	1	0.003875968992248062	Malignant	155	False	None	1.1216222047805786	54.83870967741935	0.9361674785614014	49.03225806451613	0.949601411819458	58.06451612903226	0.04728362336754799	4.516129032258064
NSCLC_GSE148071	sample	GSM4453612	P37	2228	12	16	48	0.02154398563734291	epithelial_like	16	False	None	0.9718456268310547	43.75	0.06416956335306168	6.25	0.8120217323303223	43.75	0.0	0.0
NSCLC_GSE148071	sample	GSM4453613	P38	1326	43	214	177	0.1334841628959276	Malignant	43	True	None	0.5900434255599976	41.86046511627907	1.3206080198287964	67.44186046511628	0.9211379885673523	51.162790697674424	0.17663636803627014	9.30232558139535
NSCLC_GSE148071	sample	GSM4453614	P39	1850	6	611	278	0.15027027027027026	epithelial_like	611	True	None	0.7628594636917114	58.42880523731587	1.3176674842834473	75.28641571194763	1.0836974382400513	73.15875613747954	0.21793781220912933	18.16693944353519
NSCLC_GSE148071	sample	GSM4453615	P40	711	101	276	283	0.3980309423347398	Malignant	101	True	None	2.059849739074707	84.15841584158416	1.7687283754348755	76.23762376237624	0.4270440340042114	32.67326732673268	0.03204863518476486	3.9603960396039604
NSCLC_GSE148071	sample	GSM4453616	P41	6193	5672	5723	8	0.0012917810431131924	Malignant	5672	False	None	0.5304938554763794	41.07898448519041	1.3821452856063843	78.03244005641749	2.736011028289795	96.73836389280677	0.004164665937423706	0.38787023977433005
NSCLC_GSE148071	sample	GSM4453617	P42	691	243	244	289	0.4182344428364689	Malignant	243	True	None	0.15146055817604065	14.814814814814813	0.09565450996160507	9.053497942386832	0.0	0.0	0.0900660827755928	7.818930041152264
