lineage	patient	n_cells	mean_CLDN4	mean_barrier	mean_IFN	mean_sling_pt
Lineage1	P1	45	1.4247927559746636	0.9851749477563081	0.2810097080387481	0.6091713853627735
Lineage1	P2	67	1.952666579787411	0.9280991231772436	0.2533242276440709	0.3074900107325386
Lineage1	P3	234	1.4388721702445266	0.8595184883330962	0.2657268511866563	0.46158027521199596
Lineage1	P4	378	0.3326339381081717	0.3920245674000215	0.5259047030987857	0.46513018039151516
Lineage1	P6	386	2.0656620682521187	1.1117689519322804	0.32846808848975695	0.4507617875431767
Lineage1	P7	149	0.5746658122379508	0.8298059375227431	0.573433244684289	0.44871052915693693
Lineage1	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.33468566553208673
Lineage1	P10	34	1.6846690230509813	1.0976492182589046	0.31667605789316744	0.4657138401922548
Lineage1	P12	92	2.346576810530994	1.3607476319631804	0.32609941508175005	0.3692500349044185
Lineage1	P13	162	1.7788779503769345	1.1008561821692766	0.29172473947055927	0.322096076402542
Lineage1	P14	84	1.3519408837670372	0.7315286363637636	0.30332427108824367	0.5029015724417301
Lineage1	P15	499	1.293125572926057	0.8412097945918859	0.1884705242894799	0.6660330937970825
Lineage1	P16	153	1.880667837227092	1.4836382900967318	0.39364253234410734	0.3316844826989239
Lineage1	P18	445	1.2195896808351023	1.33121157961615	0.3007849432623202	0.7142119261491238
Lineage1	P19	117	1.66049624253542	0.9920015403008527	0.25003032277959414	0.5609388482342765
Lineage1	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.35042216318342573
Lineage1	P21	99	1.1993410424752668	1.509396220547984	0.48954669286456853	0.29538248015787644
Lineage1	P22	19	1.6399824368326288	1.5307404367547284	0.2919786912379028	0.3922925987455464
Lineage1	P23	368	0.5832846817439017	0.7337699773302976	0.3111207454125305	0.4353742258091082
Lineage1	P26	44	2.1927892592820255	1.0857969414104114	0.21690605113173778	0.5153081430736757
Lineage1	P27	10	2.860033917427063	1.3400576243797937	0.3253317939092035	0.5880048534098488
Lineage1	P28	476	1.7172676254721249	1.588738175500341	0.31689741171032787	0.36902727565772214
Lineage1	P31	39	1.2326862093729851	0.9707199168256206	0.18472979503805112	0.4273242153153035
Lineage1	P32	320	2.722932470962405	1.655199008450533	0.42735287027612123	0.292651507570476
Lineage1	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.26969341158087967
Lineage1	P34	438	0.9736572420352125	1.497975612124442	0.37585567198160136	0.9161948318444614
Lineage1	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.1231886248323684
Lineage1	P36	95	1.0998748584797509	0.731462420810733	0.1550940480864813	0.45243852723624295
Lineage1	P37	14	0.07333664383207049	1.33393352159432	0.3071788983918916	0.46391033484800065
Lineage1	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.2876496627638588
Lineage1	P40	103	1.7984713993026216	1.0287895194438668	0.3503181055784702	0.42651960056084365
Lineage2	P1	470	1.1864527607217747	0.7786681255233203	0.22605356130281018	0.8988983716990382
Lineage2	P2	68	1.964704254094292	0.9319646443952533	0.25971278215636184	0.3944379355119442
Lineage2	P3	445	1.1239924272794402	0.8976068053687556	0.26668292752628936	0.7158556292998413
Lineage2	P4	412	0.3055611001056375	0.375954530554489	0.5285504022713496	0.6232598096902471
Lineage2	P6	368	2.069599961295076	1.1188273114435698	0.3250027183418901	0.5471034569684056
Lineage2	P7	151	0.5670543445261899	0.8263697247894658	0.5717658560483456	0.5860496504909606
Lineage2	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.4330451886441824
Lineage2	P10	275	1.2310891243544493	1.0929468102166147	0.31100072733343465	0.7278573013139368
Lineage2	P12	92	2.346576810530994	1.3607476319631804	0.32609941508175005	0.4771321830332944
Lineage2	P13	162	1.7788779503769345	1.1008561821692766	0.29172473947055927	0.4157751032277048
Lineage2	P14	96	0.8089285188664993	0.7226180894714264	0.28876391320263955	0.6428110941004116
Lineage2	P16	141	1.8986155280830166	1.497259241187544	0.39997519403739484	0.42485776985539353
Lineage2	P17	256	0.7036627158522606	0.7083567904968125	0.3295427810588903	0.7305858475358955
Lineage2	P18	153	1.5680798467467814	1.3060823754287754	0.3990379607643305	0.5553268372443325
Lineage2	P19	61	1.143196910131173	1.0413775768110662	0.2855674948099087	0.542821932628288
Lineage2	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.4463701148819049
Lineage2	P21	97	1.2108957306625916	1.5242743844940903	0.4931101937648217	0.3794954615940613
Lineage2	P22	20	1.5912176609039306	1.5932530085245769	0.29758591284490615	0.5285256416069134
Lineage2	P23	406	0.5782125640678876	0.7361217858927396	0.3145072600809989	0.6550374411693426
Lineage2	P26	44	2.1927892592820255	1.0857969414104114	0.21690605113173778	0.5027282661472712
Lineage2	P28	467	1.7055354924988184	1.591923051055715	0.3190102422782197	0.4683495061860732
Lineage2	P31	149	1.3817235545424007	1.1141018519465555	0.1808880893630864	0.6956446683222874
Lineage2	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.3773702332849899
Lineage2	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.3448567541124804
Lineage2	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.1579646628687508
Lineage2	P36	105	1.034108757405054	0.7479762933556995	0.160487835856722	0.674540576566172
Lineage2	P37	14	0.07333664383207049	1.33393352159432	0.3071788983918916	0.5446710744361096
Lineage2	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.3704462465003509
Lineage2	P40	102	1.7867190995637108	1.029842747533633	0.3532303901023517	0.5370048313443437
Lineage2	P41	494	1.436837719278297	0.6726127654696122	0.19220254479876822	0.7736317244497892
Lineage3	P1	22	1.6596355871720747	0.9343951565749719	0.31019096041230454	0.7161226283457233
Lineage3	P2	69	1.9774103648420693	0.9280486293317038	0.2597406009892186	0.44008504098137385
Lineage3	P3	498	1.0782637864231583	0.903798029834088	0.2671702255493817	0.8336007495353982
Lineage3	P4	431	0.2920908891961082	0.36607467215465006	0.5295626398720487	0.7335915490445963
Lineage3	P6	368	2.069599961295076	1.1188273114435698	0.3250027183418901	0.6146677795732367
Lineage3	P7	157	0.5496281429081206	0.829092935075679	0.5711562721665415	0.6986276038096321
Lineage3	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.4829631823516951
Lineage3	P10	499	1.0964427776112107	1.0592924604315557	0.310061909239753	0.8649186080292568
Lineage3	P12	92	2.346576810530994	1.3607476319631804	0.32609941508175005	0.558489452542266
Lineage3	P13	162	1.7788779503769345	1.1008561821692766	0.29172473947055927	0.4643052437052941
Lineage3	P14	116	0.7296795156495325	0.7064543645614865	0.2668019168265428	0.7582435107264051
Lineage3	P16	141	1.8986155280830166	1.497259241187544	0.39997519403739484	0.473154535291228
Lineage3	P17	500	0.7205133169293404	0.7305750775138538	0.324883167374624	0.8354636238230548
Lineage3	P18	153	1.5680798467467814	1.3060823754287754	0.3990379607643305	0.6265279222378828
Lineage3	P19	62	1.1608716585943777	1.0448143144128141	0.28371404301682995	0.6101515591562653
Lineage3	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.49799159622709915
Lineage3	P21	100	1.1905729728937149	1.51809765641888	0.4936006045259842	0.42305463498893403
Lineage3	P22	18	1.539415306515164	1.5264663011939434	0.29503202320415317	0.5862145891673163
Lineage3	P23	490	0.60051350143491	0.739856668465397	0.3149098441608798	0.7796811060510571
Lineage3	P26	44	2.1927892592820255	1.0857969414104114	0.21690605113173778	0.5821502949770242
Lineage3	P28	468	1.7018911858909151	1.5905560037264457	0.3187988996845946	0.5325799336373825
Lineage3	P31	202	1.2671940670450135	1.0912985090817948	0.1735634518380277	0.8063229869509767
Lineage3	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.4211971742747642
Lineage3	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.3860594652178243
Lineage3	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.1759992484389605
Lineage3	P36	149	0.9084155229514077	0.7667234249296339	0.17238612821942317	0.8236756797509066
Lineage3	P37	14	0.07333664383207049	1.33393352159432	0.3071788983918916	0.6091523392604364
Lineage3	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.4130745988463181
Lineage3	P40	102	1.7867190995637108	1.029842747533633	0.3532303901023517	0.600302236187263
Lineage3	P41	274	1.4427795390578082	0.6699098556182391	0.18834065840299363	0.875257826604632
Lineage4	P1	21	1.7493721700849987	0.9622444704411521	0.31774732997350574	0.6667295190656906
Lineage4	P2	70	1.9718716723578318	0.9274702352427302	0.2602521973346778	0.43183196989507316
Lineage4	P3	445	1.12355592384767	0.8963047884711612	0.26670435814191806	0.7242388938122204
Lineage4	P4	494	0.26002216363242764	0.3476908220413082	0.5407015950571948	0.7987831451631879
Lineage4	P6	368	2.069599961295076	1.1188273114435698	0.3250027183418901	0.6078581303937799
Lineage4	P7	158	0.5461494837757908	0.8279700775312472	0.5707147012596965	0.7174124751632692
Lineage4	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.47528422184529506
Lineage4	P10	42	1.6074421959263938	1.1017949927657371	0.3253499188807301	0.7194334040748694
Lineage4	P12	94	2.338109978335969	1.358889933913312	0.3269858130975077	0.552335389183359
