lineage	patient	n_cells	mean_CLDN4	mean_barrier	mean_IFN	mean_sling_pt
Lineage4	P13	162	1.7788779503769345	1.1008561821692766	0.29172473947055927	0.45343733616387477
Lineage4	P14	457	0.29841395227862133	0.46664638123879193	0.2076181847876716	0.8339629339971387
Lineage4	P16	141	1.8986155280830166	1.497259241187544	0.39997519403739484	0.464399203962764
Lineage4	P18	153	1.5680798467467814	1.3060823754287754	0.3990379607643305	0.614359589554961
Lineage4	P19	62	1.1608716585943777	1.0448143144128141	0.28371404301682995	0.5930979700594179
Lineage4	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.48882333031749814
Lineage4	P21	101	1.2016671937290986	1.5190329941684262	0.49260572099013056	0.4150500308575926
Lineage4	P22	20	1.5912176609039306	1.5932530085245769	0.29758591284490615	0.5809787184352506
Lineage4	P23	410	0.5603349544653078	0.7339612073893469	0.3164986095179931	0.7281711389735054
Lineage4	P26	44	2.1927892592820255	1.0857969414104114	0.21690605113173778	0.5487367521321063
Lineage4	P28	468	1.7018911858909151	1.5905560037264457	0.3187988996845946	0.533475166407241
Lineage4	P31	49	1.3824238983952268	0.9887879951065089	0.19677712430259456	0.7033884288458162
Lineage4	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.4132510621957997
Lineage4	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.37640019003813896
Lineage4	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.1724433635867676
Lineage4	P36	101	1.0406448652248572	0.7575129522348788	0.16433629513627623	0.7160228564676875
Lineage4	P37	14	0.07333664383207049	1.33393352159432	0.3071788983918916	0.5976681252497699
Lineage4	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.4042681075512808
Lineage4	P40	102	1.7867190995637108	1.029842747533633	0.3532303901023517	0.5865192672880276
Lineage5	P1	21	1.7386658532278878	0.9676661032532888	0.31324397837190326	0.7985395456442079
Lineage5	P2	75	1.941625974973043	0.9346738842460844	0.2593558062483731	0.4719758750048241
Lineage5	P3	445	1.1221071931753266	0.8974489107448957	0.26669669156994147	0.9493266563019356
Lineage5	P4	431	0.2929101241990198	0.36926192266481933	0.5335925717652839	0.7955413471069657
Lineage5	P6	369	2.0639912893132464	1.1188797951686889	0.32519058931704536	0.666996352591915
Lineage5	P7	152	0.5633237238385176	0.8293495139009074	0.5711057101092326	0.7428167781281865
Lineage5	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.5193358957007602
Lineage5	P10	293	1.2042046505639985	1.0879017973447958	0.307627853982339	0.9675232361637438
Lineage5	P12	92	2.346576810530994	1.3607476319631804	0.32609941508175005	0.5743082583988587
Lineage5	P13	162	1.7788779503769345	1.1008561821692766	0.29172473947055927	0.497776495758157
Lineage5	P14	95	0.9209417010608473	0.7170920362598018	0.28655057258544075	0.8142686945495994
Lineage5	P16	144	1.9040739672879379	1.500798902508837	0.3996512673545736	0.5067208954752636
Lineage5	P17	384	0.6891907448104272	0.7249136694396535	0.3178132930143256	0.9798159398514658
Lineage5	P18	153	1.5680798467467814	1.3060823754287754	0.3990379607643305	0.6774328094702159
Lineage5	P19	62	1.1608716585943777	1.0448143144128141	0.28371404301682995	0.6606183727162792
Lineage5	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.5351340830901988
Lineage5	P21	104	1.2120084080558557	1.5250442729641995	0.4886237610959781	0.4540535479847152
Lineage5	P22	18	1.539415306515164	1.5264663011939434	0.29503202320415317	0.6343079755895054
Lineage5	P23	415	0.6079886440771172	0.7407146286533539	0.3125083374109456	0.856942573389775
Lineage5	P26	44	2.1927892592820255	1.0857969414104114	0.21690605113173778	0.5829402985634995
Lineage5	P28	471	1.7012317459041653	1.5895684641131422	0.31811236965178863	0.5735110954737149
Lineage5	P31	315	1.51598415743737	1.1191545186061709	0.1922706264248359	0.9122120612735805
Lineage5	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.45296034663263757
Lineage5	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.41126830863323943
Lineage5	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.1882906694292479
Lineage5	P36	99	1.0139244662390814	0.7345642841825581	0.15946710108061193	0.8847571118103865
Lineage5	P37	14	0.07333664383207049	1.33393352159432	0.3071788983918916	0.6488864615831221
Lineage5	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.4426909679050191
Lineage5	P40	102	1.7867190995637108	1.029842747533633	0.3532303901023517	0.6543873621431485
Lineage5	P41	216	1.5234936544740643	0.6642657363166412	0.18213165392848757	0.9870461769042225
Lineage6	P2	68	1.9469474992331337	0.9362984221501677	0.2584476680596158	0.20146327400484804
Lineage6	P4	21	0.9446179072062174	1.0944180630502247	0.5421896337762971	0.25674309212794644
Lineage6	P6	446	2.169047638172526	1.057487348225441	0.326146582436837	0.36289031744587763
Lineage6	P7	102	0.8031585686931423	0.8315218172821346	0.5727539223599044	0.2719975092644675
Lineage6	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.21643872130089784
Lineage6	P12	87	2.3783816941853226	1.357271110988668	0.3270273324383129	0.21916903980461366
Lineage6	P13	161	1.7899268817457352	1.105605371157575	0.292450404880727	0.20400296426253417
Lineage6	P14	51	1.5426774574261086	1.23904333531467	0.5633272548340483	0.45570291496205106
Lineage6	P16	147	1.900681882893958	1.4974255461135961	0.39534123989111797	0.2095597144724221
Lineage6	P18	194	1.6178944565586209	1.2137056617290294	0.3878719267443132	0.3350155578731925
Lineage6	P19	109	1.3214525378078497	0.8678691072748341	0.32411612138625917	0.5638103856729298
Lineage6	P20	392	2.150872611573764	1.7183168891335832	0.31275252674190496	0.22137133640012652
Lineage6	P21	89	1.216145019182998	1.4988029251495996	0.4864831565250997	0.19165367008568351
Lineage6	P22	15	1.4483770291010538	1.4822383748160466	0.30356944314965373	0.24540030322048895
Lineage6	P23	12	2.1786649922529855	1.1269254609942438	0.6549520479965972	0.4883838746180529
Lineage6	P26	44	2.1713101972233164	1.0864233216553023	0.21778434878713906	0.22318410470979852
Lineage6	P28	445	1.7361811682079615	1.6233888383550146	0.3192750990354081	0.2282856292620471
Lineage6	P30	13	2.8990193605422974	1.1648789911698074	0.40526111965686934	0.5816481444155046
Lineage6	P32	341	2.660185641207653	1.6124342172638761	0.4235331329164224	0.21932530491664592
Lineage6	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.17455645289631858
Lineage6	P35	497	0.880366293417376	0.6172898696981606	0.2917443206745565	0.08066195995585652
Lineage6	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.2392280412548895
Lineage6	P38	96	1.8728794232010841	0.5762483786481122	0.524846922835871	0.2084179155510004
Lineage6	P40	270	1.7124625861644744	0.8293612774691465	0.36622252665698257	0.5765934372407028
Lineage7	P2	79	1.8998652304275125	0.9521170752083701	0.25961219851016093	0.5377280482273171
Lineage7	P4	28	0.7632087639399937	0.9839629502523515	0.5599604284576707	0.9318559453684828
Lineage7	P5	11	1.0059584162452004	0.8548542315309698	0.3417980708042681	0.44350187232730565
Lineage7	P6	369	2.0639912893132464	1.1188797951686889	0.32519058931704536	0.8186860455389506
Lineage7	P7	122	0.6276918542189677	0.8349230381064728	0.5821354876582124	0.9182622635502901
Lineage7	P8	239	2.2855895074341586	1.4279926604015891	0.32275489493653636	0.5938255716918305
Lineage7	P12	87	2.3783816941853226	1.357271110988668	0.3270273324383129	0.6950665690751063
Lineage7	P13	161	1.7899268817457352	1.105605371157575	0.292450404880727	0.5567210312284554
Lineage7	P14	29	1.4773781258484413	1.332171257885023	0.5719239418102313	0.8225108675348523
Lineage7	P16	156	1.8943486431470284	1.494223365862655	0.39929340578796235	0.5639033971256429
Lineage7	P18	151	1.5710426509775073	1.3034199114403715	0.39724397433006337	0.8381187100908524
Lineage7	P19	39	1.0025284580695324	1.162922092737296	0.30818036515795644	0.8024463250113426
Lineage7	P20	390	2.1595892056440698	1.7209858459285183	0.3130538078873543	0.6040851667808345
Lineage7	P21	108	1.2604938883472372	1.5562214144494062	0.4921928251654529	0.519113891377105
Lineage7	P22	140	2.349311781355313	1.9580901417703858	0.32620742225658633	0.8676835169981694
Lineage7	P23	16	0.7470057383179665	0.8412841434280077	0.40519757992396616	0.9335744114064417
Lineage7	P26	43	2.1979880831962406	1.0933763615844785	0.21422533453099474	0.6411176318249098
Lineage7	P28	457	1.7128802878329739	1.6023067851883055	0.3184036031302415	0.6812908525846788
Lineage7	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.5175229252745017
Lineage7	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.465489817534381
Lineage7	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.21315119138960223
Lineage7	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.811751977527532
Lineage7	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.5016025006498047
Lineage7	P40	99	1.805096654578893	1.0436676398973272	0.3579764817122917	0.8052105277841906
Lineage8	P2	78	1.9100211629500756	0.9495813987321324	0.259299191375092	0.46729946691949037
Lineage8	P4	26	0.8219171303969163	1.023002734551063	0.5688641002230952	0.7269323919381141
Lineage8	P5	10	0.9538138747215271	0.8628896693388622	0.34831206945523824	0.3834381775557345
Lineage8	P6	368	2.067517600953579	1.1206042646578904	0.3254174406553145	0.6929817089560139
Lineage8	P7	123	0.6225886684123093	0.8362973864647109	0.5812109986429878	0.7096511217945008
Lineage8	P8	240	2.27606621781985	1.4265350053086876	0.32239856330941524	0.5181546717289862
Lineage8	P12	87	2.3783816941853226	1.357271110988668	0.3270273324383129	0.5814407885017866
Lineage8	P13	162	1.7788779503769345	1.1068829174456283	0.2917573502271203	0.4885570004857778
Lineage8	P14	29	1.4773781258484413	1.332171257885023	0.5719239418102313	0.6995101020269207
Lineage8	P16	151	1.887470292334525	1.4997692241705542	0.39881376295830306	0.4919086550162498
Lineage8	P18	153	1.5685766947035695	1.3068559615180901	0.3981338415649437	0.7210501931962345
Lineage8	P19	39	1.0025284580695324	1.162922092737296	0.30818036515795644	0.7123591554397352
Lineage8	P20	391	2.154065959593829	1.7174555624232573	0.3124679788553994	0.5339425477632246
Lineage8	P21	104	1.210051997922934	1.5466054918196723	0.4910564996200065	0.4494237128179772
Lineage8	P22	23	1.5664859232695207	1.632140124189681	0.30350002360670536	0.6736972376172934
Lineage8	P25	500	1.1405875837802888	0.7384864572485287	0.42882994602885965	0.8711905895692852
Lineage8	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.7057111099389636
Lineage8	P28	455	1.7176131061145237	1.604307808576923	0.31863387044197855	0.5662376114896497
Lineage8	P32	321	2.7262028886521716	1.6576817662359398	0.4280650264685313	0.44962641025840555
Lineage8	P33	312	2.146504756731865	1.2447885558900669	0.39330473820661555	0.40580390409321976
Lineage8	P35	496	0.877108046784997	0.6176252839385823	0.2917726845499021	0.18542761410889308
Lineage8	P37	11	0.09333754669536244	1.4428675255992196	0.3115982205455063	0.6950613336356608
Lineage8	P38	92	1.8965394574662913	0.5851106795387855	0.5302208798087161	0.4361723310721275
Lineage8	P40	99	1.805096654578893	1.0436676398973272	0.3579764817122917	0.7012080487273209
Lineage9	P2	75	1.941625974973043	0.9358428081538943	0.2602352875335032	0.4807334822764482
Lineage9	P5	12	0.6820296943187714	0.6601844280958177	0.4639134996966141	0.5279850475198055
Lineage9	P8	241	2.2686160812734073	1.4221493686094655	0.32260401313269527	0.5140676759053057
Lineage9	P9	478	1.4496389093758173	1.4607235286358842	0.5817571344692031	0.6744950608475758
Lineage9	P11	12	0.2194432814915975	0.38920225616958404	0.32015948422831486	0.6687604187610571
Lineage9	P12	90	2.3323278804620107	1.3215569788659063	0.32178284642449617	0.5570053595025218
Lineage9	P13	169	1.7352872737766019	1.0852055677471781	0.2902890379230584	0.5262816311519279
Lineage9	P16	236	1.7316326203487686	1.4218011912232065	0.3795858087688027	0.5294718194802702
Lineage9	P20	392	2.1530152227805583	1.7211708353997088	0.3129536984543045	0.5238020563428684
Lineage9	P21	103	1.2082073381803569	1.4979172102552398	0.4902052304928314	0.47019438836136895
Lineage9	P24	64	1.2877288814634085	1.138369997497648	0.4359674613718709	0.6422145407233748
Lineage9	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.5953403640287763
Lineage9	P28	52	1.1106657672386904	1.1173708194341416	0.21931518852961954	0.522416860774489
Lineage9	P29	500	0.5791196543574333	0.749266705383857	0.37333719862242265	0.9344496172297868
Lineage9	P32	317	2.736083800108275	1.6599613209534143	0.42860591167927836	0.45734834088583365
Lineage9	P33	311	2.147121031951291	1.2442106258479473	0.3934457141326628	0.42826793078174075
Lineage9	P35	498	0.8759146454224146	0.6166636431153361	0.2922567324447981	0.19498781186162603
Lineage9	P37	13	0.07897792412684514	1.30699379551105	0.3192510997407429	0.6521251921962923
Lineage9	P38	188	1.3471731587927391	0.7085256599523919	0.48362420977933945	0.5695674054771325
Lineage9	P39	18	0.7182513210508559	0.7931428043930617	0.40934387538893946	0.6271495792519328
Lineage9	P42	244	0.0952629034147888	0.4893445496350689	0.4000145976724262	0.7990256663303381
Lineage10	P2	74	1.9423586339563936	0.9264003382744018	0.2619870842076902	0.395117123057872
Lineage10	P5	12	0.6820296943187714	0.6601844280958177	0.4639134996966141	0.4294399599744816
Lineage10	P8	241	2.2686160812734073	1.4221493686094655	0.32260401313269527	0.4212804286846254
Lineage10	P9	476	1.4476545936420184	1.4613216242619924	0.5817538999485052	0.5389628551514446
Lineage10	P11	12	0.2194432814915975	0.38920225616958404	0.32015948422831486	0.5429894359361157
Lineage10	P12	90	2.3323278804620107	1.3215569788659063	0.32178284642449617	0.4578032455386234
Lineage10	P13	169	1.7352872737766019	1.0852055677471781	0.2902890379230584	0.4308187439770545
Lineage10	P16	241	1.7331509933926752	1.416945214711779	0.37884391983772486	0.43512126022007713
Lineage10	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.42855647331302266
Lineage10	P21	103	1.1916281268434616	1.4838944407824946	0.4885944283251147	0.3879010727223741
Lineage10	P24	64	1.2877288814634085	1.138369997497648	0.4359674613718709	0.5245320904760953
Lineage10	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.4853616771777826
Lineage10	P28	51	1.1324435273806255	1.139280051187752	0.21763749051215728	0.42405839352890545
Lineage10	P30	487	0.9038672531654702	1.1850770773502508	0.3647570306364653	0.8436468506057985
Lineage10	P32	317	2.736083800108275	1.6599613209534143	0.42860591167927836	0.3766043620356482
Lineage10	P33	311	2.147121031951291	1.2442106258479473	0.3934457141326628	0.3535054591623746
Lineage10	P35	498	0.8759146454224146	0.6166636431153361	0.2922567324447981	0.16081721892883719
Lineage10	P37	13	0.07897792412684514	1.30699379551105	0.3192510997407429	0.5519339809068879
Lineage10	P38	188	1.3471731587927391	0.7085256599523919	0.48362420977933945	0.46403027353679777
Lineage10	P39	19	0.7753708488062808	0.7916557684279324	0.3920127030921309	0.5073389223292586
Lineage10	P42	244	0.0952629034147888	0.4893445496350689	0.4000145976724262	0.6865021101657306
Lineage11	P2	82	1.869946440545524	0.9216694440541229	0.26019873537031096	0.45353075834378115
Lineage11	P5	14	0.6772737162453788	0.7525649950617835	0.43926549931794934	0.5989242051731328
Lineage11	P8	245	2.245281790227306	1.4213575976438264	0.32208845208635667	0.5057128031786547
Lineage11	P9	493	1.4594644701021438	1.456009845059816	0.5789296055518132	0.685067467337533
Lineage11	P11	69	0.03816404895506043	0.24768586413583893	0.3132948526816399	0.8090316790001684
Lineage11	P12	90	2.3756308959590062	1.3498555527241143	0.3250596986831233	0.5303836644737341
Lineage11	P13	166	1.7666478871581066	1.103063748274223	0.2931332028621415	0.5032490970558602
Lineage11	P16	244	1.7270861881189659	1.4127766777013169	0.3756334983396338	0.5065694655681907
Lineage11	P20	397	2.140234533875655	1.7114102186323914	0.31237010451965064	0.5115266033072261
Lineage11	P21	107	1.225720808327755	1.5217675800171224	0.491945754843017	0.4477344110302794
Lineage11	P24	65	1.2679176679024329	1.1323838492234548	0.432740276982837	0.630863288017856
Lineage11	P26	44	2.1997694969177246	1.0898839465596455	0.21245938615588142	0.5965445218490474
Lineage11	P28	55	1.109008504043926	1.1517938256263733	0.22076466966833302	0.4967458064225129
Lineage11	P32	317	2.736083800108275	1.6599613209534143	0.42860591167927836	0.432781960424103
Lineage11	P33	317	2.1330180356179125	1.2431707425135041	0.39267823333449897	0.43439025718524815
Lineage11	P35	498	0.8759146454224146	0.6166636431153361	0.2922567324447981	0.18379804432526003
Lineage11	P37	12	0.08555941780408223	1.4159099451369708	0.32884089226864244	0.5996909319335672
Lineage11	P38	190	1.332992388700184	0.7050496607234603	0.48318782230461765	0.539505611041391
Lineage11	P39	18	0.7011954320801629	0.7625966778507939	0.41754940623924974	0.6318460324816836
Lineage12	P2	74	1.9423586339563936	0.9264003382744018	0.2619870842076902	0.3784978521119058
Lineage12	P5	26	0.7630867912219121	0.7076547367450517	0.4270090090839076	0.5561176416928079
Lineage12	P7	114	1.5200751549319218	1.0473714404635959	0.5740293416802741	0.6614120598256346
Lineage12	P8	496	1.8218593250118917	0.9508975600743644	0.2959256252546359	0.6302372940207682
Lineage12	P9	462	1.4484172247963034	1.4657644825795342	0.584585170003257	0.5237981330649031
Lineage12	P12	470	1.515379054876084	0.5540550131747063	0.2760268704992312	0.7625342988381439
Lineage12	P13	165	1.777354844049974	1.1017940263254473	0.2938177946916305	0.41675572552139817
Lineage12	P16	245	1.746360212199542	1.4259170987168135	0.38264794908890953	0.4124607197968965
Lineage12	P20	391	2.154065959593829	1.721942359834071	0.312864250088149	0.4092278542266978
Lineage12	P21	101	1.2243639803168798	1.5032723298659023	0.4937703953246224	0.37238897510895097
Lineage12	P24	64	1.2877288814634085	1.138369997497648	0.4359674613718709	0.48068249506787675
Lineage12	P26	43	2.1979880831962406	1.0933763615844785	0.21422533453099474	0.45263525472220273
Lineage12	P28	69	1.3638651552407637	1.331398043943488	0.27672011229356225	0.45273946577507995
Lineage12	P32	317	2.736083800108275	1.6599613209534143	0.42860591167927836	0.3610346339134396
Lineage12	P33	311	2.147121031951291	1.2442106258479473	0.3934457141326628	0.33753572721468095
Lineage12	P35	498	0.8759146454224146	0.6166636431153361	0.2922567324447981	0.1555872277809779
Lineage12	P37	12	0.08555941780408223	1.4159099451369708	0.32884089226864244	0.48017384633356536
