sample	CLDN4	CD274	IFN	IFNG	IFN_sens	response	cohort	CLDN4_q	IFN_q	CD274_q	IFNG_q	cldn4_q4	ifn_q4	cd274_q4	ifn_q1	ifn_below_median	combo	ifn_low	combo_and_ifn_low	cldn4_q4_ifn_q4	cldn4_q4_cd274_q4	cldn4_q4_ifn_below_med	quadrant_label
Case22	6.087781047708466	2.101650076094435	0.9764063802974996	0.1544535926798724	1.0254846737778471		GSE285029	Q3	Q4	Q2	Q2	False	True	False	False	False	False	False	False	False	False	False	other
Case23	3.7349805234358895	0.1096948648259298	-0.679213052386375	0.0	-0.6302720974031876		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case24	6.22901103701185	2.5223068928713888	0.9646834727984408	0.1826922975161903	0.4993174223441713		GSE285029	Q4	Q4	Q2	Q2	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case25	6.078310950007127	1.5945485495503542	-0.2690994313796815	0.1544535926798724	-0.0086268200290409		GSE285029	Q3	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case26	6.420044420354169	1.7463127664254587	-0.7713130563328867	0.0	-0.5190385203994046		GSE285029	Q4	Q1	Q2	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case27	6.544176239505765	2.5372960670908418	-0.4998557715192842	0.1269728562577655	-0.0868295371781359		GSE285029	Q4	Q2	Q3	Q2	True	False	False	False	True	False	False	False	False	False	True	CLDN4 Q4 mid-IFN
Case28	5.601577673444448	1.3684890006451036	-0.3985811450184668	0.1544535926798724	-0.6145121858067488		GSE285029	Q2	Q2	Q1	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case29	7.809073538959897	0.7882680828668371	-1.2841128099055854	0.0	-0.2594953638455052		GSE285029	Q4	Q1	Q1	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case30	0.0	2.303342394487331	0.4036532954930247	0.3851548968843438	0.1766369709043098		GSE285029	Q1	Q3	Q2	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case31	0.0	1.612116552224883	-1.207292599394647	0.0	0.258618743417562		GSE285029	Q1	Q1	Q2	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case32	6.005916426834203	1.29983076182237	-0.8772337158296812	0.0	-0.1177531353985076		GSE285029	Q3	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case33	5.45450493755737	0.0962618530584034	-0.4763774521267614	0.0	-1.298116906998777		GSE285029	Q1	Q2	Q1	Q1	False	False	False	False	True	False	False	False	False	False	False	other
Case34	5.831623936820749	2.0186341741390508	-0.7008557763457224	0.1826922975161903	-0.1479458446933804		GSE285029	Q3	Q1	Q2	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case35	5.53586633278418	2.8405639420501627	0.1165139330065005	0.5849625007211562	-0.1536744248404421		GSE285029	Q2	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case36	0.0	1.2072681731120285	-0.697802316105145	0.0	0.0867462869612912		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case37	5.614739286570712	1.2845141332442451	0.33946333777158	1.0114956388378291	-0.7493106605278694		GSE285029	Q2	Q3	Q1	Q4	False	False	False	False	False	False	False	False	False	False	False	other
Case38	7.621597701837493	1.7106136023826763	-1.0076438564666956	0.0	-0.0537321439322825		GSE285029	Q4	Q1	Q2	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case39	5.735007610959306	2.003242417488684	-0.1458910834437675	0.848798181244189	0.0793141080855666		GSE285029	Q2	Q2	Q2	Q4	False	False	False	False	True	False	False	False	False	False	False	other
Case40	5.823545575430345	1.479230561206336	-0.6755194114948242	0.0	-0.5447554065308298		GSE285029	Q3	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case41	5.805602013598014	3.299244657796073	0.4566514972916775	0.8318772411916731	0.652347415747587		GSE285029	Q2	Q3	Q3	Q4	False	False	False	False	False	False	False	False	False	False	False	other
Case42	5.479392260250552	0.7407117333991009	-0.0261724255901582	0.2618316587521366	-0.5644341353529871		GSE285029	Q1	Q3	Q1	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case43	5.266336799420134	2.552622992009278	0.9231304165514076	1.00504061670053	0.3014931092445662		GSE285029	Q1	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case44	5.491692787974502	4.960326357123217	0.1121171166512592	0.2618316587521366	-0.0207098543377493		GSE285029	Q1	Q3	Q4	Q3	False	False	True	False	False	False	False	False	False	False	False	other
Case45	0.0	0.8423754882062879	-1.296492425341933	0.0	-1.1610042575469788		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case46	6.922090784270687	1.883229789032732	-1.16592704339849	0.0	-0.4251970395504959		GSE285029	Q4	Q1	Q2	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case47	7.624685810525398	4.588504773767815	1.839285148588872	2.628773595201645	1.0160828918838147		GSE285029	Q4	Q4	Q4	Q4	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case48	3.745775149485796	1.258217389536018	-0.9477386720500872	0.0	-0.3602918577142541		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case49	6.66773604238286	2.36513259345253	1.200560080730034	1.86036693013812	0.5131646630121908		GSE285029	Q4	Q4	Q2	Q4	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case50	0.0	3.6781846112601806	1.9412502879090772	2.6635723354175225	0.3936352131436344		GSE285029	Q1	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case51	5.236683944559009	2.360645202460216	-1.408653470001764	0.3707222751481672	-1.101573358782979		GSE285029	Q1	Q1	Q2	Q3	False	False	False	True	True	False	False	False	False	False	False	other
Case52	5.998759650910368	1.952706307630224	-0.7700556962200539	0.0690146779151804	-0.6018587732180735		GSE285029	Q3	Q1	Q2	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case53	6.497803945864427	1.0765590951316044	-0.9892595485770396	0.0	-0.3935644548241129		GSE285029	Q4	Q1	Q1	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case54	4.784661016658752	0.0	-1.818801159107144	0.0	-1.4995673401145324		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case55	0.0	0.0	-1.103712976797841	0.0	-0.6914949966948087		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case56	5.79737620064405	2.6697071215896244	0.0194674778976742	0.4781952579391659	-0.4291178971989277		GSE285029	Q2	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case57	5.493711372639175	2.215678596607928	0.5065557477595085	0.4997821201473117	0.1656562027404682		GSE285029	Q1	Q3	Q2	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case58	7.922061042825665	3.0666058842044364	-0.254040141136517	0.1427401721160821	0.5014630910886799		GSE285029	Q4	Q2	Q3	Q2	True	False	False	False	True	False	False	False	False	False	True	CLDN4 Q4 mid-IFN
Case59	5.708959704413067	1.7794698572951697	-0.3090223163059836	0.2618316587521366	-0.0579896029440899		GSE285029	Q2	Q2	Q2	Q3	False	False	False	False	True	False	False	False	False	False	False	other
Case60	6.4386920661850855	0.8694766339654015	0.0682160945306218	0.6861643260613592	-0.1663556377058583		GSE285029	Q4	Q3	Q1	Q3	True	False	False	False	False	False	False	False	False	False	False	CLDN4 Q4 mid-IFN
Case61	7.539026945857672	0.6424705373158217	-0.9205616650688776	0.0	-0.1498006890364776		GSE285029	Q4	Q1	Q1	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case62	6.029982866215715	3.2916035580305647	1.2930625349506435	1.1984941536390832	0.5954905954870434		GSE285029	Q3	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case63	3.4900566244643114	2.674234647793698	-0.7952563947645732	0.0	-0.3525899848244473		GSE285029	Q1	Q1	Q3	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case64	7.061884179701249	1.9593992347721207	1.204840709332192	0.7578766597478961	0.4234953553136369		GSE285029	Q4	Q4	Q2	Q4	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case65	4.153075699055925	3.254291686322218	1.615470223861518	0.7957669477823922	0.6630692562723843		GSE285029	Q1	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case66	5.894648024494772	4.479877248671057	0.2088502402910853	0.00863030514344	0.1876140406012817		GSE285029	Q3	Q3	Q4	Q2	False	False	True	False	False	False	False	False	False	False	False	other
Case67	0.0	5.569430330274841	0.4271253641397844	0.8567865462880808	-0.2179458527949074		GSE285029	Q1	Q3	Q4	Q4	False	False	True	False	False	False	False	False	False	False	False	other
Case68	0.0	2.5195419045784364	0.3089587694353292	0.0	0.4596500423053763		GSE285029	Q1	Q3	Q2	Q1	False	False	False	False	False	False	False	False	False	False	False	other
Case69	0.0	0.0	-1.409281414304696	0.2228045610452611	-0.8263973684230257		GSE285029	Q1	Q1	Q1	Q3	False	False	False	True	True	False	False	False	False	False	False	other
Case70	6.268490537216221	2.9992784720825405	1.1838675281926745	0.8471951865893951	0.3786294066610483		GSE285029	Q4	Q4	Q3	Q4	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case71	7.461020986237196	2.6322682154995127	-0.6355553602009469	0.0	0.4441174561325446		GSE285029	Q4	Q1	Q3	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case72	5.49981400396757	1.7013272574129406	0.3183499009501438	0.7604338746701116	0.278746062949092		GSE285029	Q1	Q3	Q2	Q4	False	False	False	False	False	False	False	False	False	False	False	other
Case73	6.136847604192881	2.747602230274943	-0.4588094916201796	0.2363395391683735	-0.2748843475460085		GSE285029	Q3	Q2	Q3	Q3	False	False	False	False	True	False	False	False	False	False	False	other
Case74	5.7940778981985686	2.8541951762605766	-0.6481874583053842	0.00863030514344	-0.416481784748538		GSE285029	Q2	Q1	Q3	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case75	5.969749128288659	4.949161371378237	0.2386980675731677	0.1991226420136006	0.3857391957536743		GSE285029	Q3	Q3	Q4	Q2	False	False	True	False	False	False	False	False	False	False	False	other
Case76	3.587244961397652	0.0	-0.7658517469781367	0.0	-0.9365144101487336		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case77	5.49981400396757	3.43616183931445	0.7870407625855786	0.723340120251171	0.0505851260511898		GSE285029	Q1	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case78	9.156763170067071	1.4065366702051718	0.8329033164080779	0.8999489861896718	0.7377608322511822		GSE285029	Q4	Q4	Q1	Q4	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case79	6.402790381315107	2.8541951762605766	-0.2241972120713979	0.0	0.1632238836021156		GSE285029	Q4	Q2	Q3	Q1	True	False	False	False	True	False	False	False	False	False	True	CLDN4 Q4 mid-IFN
Case80	8.491660724165794	0.717210299019596	-0.2066989452785425	0.0	0.3260789848834102		GSE285029	Q4	Q2	Q1	Q1	True	False	False	False	True	False	False	False	False	False	True	CLDN4 Q4 mid-IFN
Case81	6.463753224587391	2.464145456691186	0.6851137743217175	0.335711910320462	0.6729424819721344		GSE285029	Q4	Q4	Q2	Q3	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case82	7.801132782564687	3.854394677753101	1.2812148217175363	0.7198405550642678	0.8381169914744162		GSE285029	Q4	Q4	Q4	Q4	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case83	5.637030547965031	3.966061255521586	-0.3227698558055167	2.035975743665129	-1.56885556618062		GSE285029	Q2	Q2	Q4	Q4	False	False	True	False	True	False	False	False	False	False	False	other
Case84	5.372708378840232	2.379066399280904	0.3471867281085617	0.930548119247855	-0.1990319599666827		GSE285029	Q1	Q3	Q2	Q4	False	False	False	False	False	False	False	False	False	False	False	other
Case85	5.137831371732459	1.564134243458237	-0.5393699510246437	0.0028825085331213	-0.0365432477211259		GSE285029	Q1	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case86	6.526475764585599	2.8933622107638715	1.0583151501223724	0.7198405550642678	0.4988097588727005		GSE285029	Q4	Q4	Q3	Q4	True	True	False	False	False	True	False	False	True	False	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case87	5.464929601129852	1.662661255475094	0.0051279083800516	0.0690146779151804	0.311357462910247		GSE285029	Q1	Q3	Q2	Q2	False	False	False	False	False	False	False	False	False	False	False	other
Case88	5.45450493755737	1.1896664466500502	-0.7065884994797871	0.3617683594191533	-0.1856780762624208		GSE285029	Q1	Q1	Q1	Q3	False	False	False	True	True	False	False	False	False	False	False	other
Case89	4.16976469308714	0.0	-0.9991785867176984	0.0	-1.1065387386615857		GSE285029	Q1	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case90	6.046731140154192	2.3479490656017328	-0.6607519529309323	0.0690146779151804	-0.0180358603672247		GSE285029	Q3	Q1	Q2	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case91	5.950608384239739	2.861161365753398	-0.1806834602534778	0.0976107966264223	-0.3073102275692492		GSE285029	Q3	Q2	Q3	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case92	6.154980086770396	4.676436675757535	0.2226640990134037	0.3379964635150159	0.22985881254052		GSE285029	Q3	Q3	Q4	Q3	False	False	True	False	False	False	False	False	False	False	False	other
Case93	0.0	2.21816118709516	-0.8489366036511512	0.0745054363636297	0.0493411127471423		GSE285029	Q1	Q1	Q2	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case94	7.8044021061905235	3.1953475983222197	-0.2229679373725267	0.0	0.3242498007100314		GSE285029	Q4	Q2	Q3	Q1	True	False	False	False	True	False	False	False	False	False	True	CLDN4 Q4 mid-IFN
Case95	6.696285996057829	1.258217389536018	-0.0578579810082194	1.6986629998858844	-0.5989078230436893		GSE285029	Q4	Q3	Q1	Q4	True	False	False	False	False	False	False	False	False	False	False	CLDN4 Q4 mid-IFN
Case96	6.193101483469204	0.2078928516413329	-0.8623940833025611	0.0	-0.361221754111148		GSE285029	Q3	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case97	5.946169390959886	2.1583370271671005	-0.3719259456842734	0.0	-0.0368310532031038		GSE285029	Q3	Q2	Q2	Q1	False	False	False	False	True	False	False	False	False	False	False	other
Case98	5.595891493782196	2.587605020059532	-0.5114366909055627	0.0	-0.2457533743609725		GSE285029	Q2	Q2	Q3	Q1	False	False	False	False	True	False	False	False	False	False	False	other
Case99	5.614739286570712	1.5612039207699202	0.2278058401582909	0.0	0.2838656876416215		GSE285029	Q2	Q3	Q2	Q1	False	False	False	False	False	False	False	False	False	False	False	other
Case100	6.0522637214489325	4.312156888313374	0.4848710171362304	0.3862591411333461	0.3290975099976073		GSE285029	Q3	Q3	Q4	Q3	False	False	True	False	False	False	False	False	False	False	False	other
Case101	5.678832500795538	5.432892614292882	1.4501823468556705	1.5767639776731257	0.7944981238996915		GSE285029	Q2	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case102	5.644375466525237	2.7640488541862767	0.0760887676354786	0.2091413978385916	0.2266422646003121		GSE285029	Q2	Q3	Q3	Q2	False	False	False	False	False	False	False	False	False	False	False	other
Case103	5.471154937589367	2.81434533496322	0.2132249387964768	0.6059683588414584	0.1648335230067344		GSE285029	Q1	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case104	6.097189387235113	5.899828176683502	1.5316980773144626	1.6576400052078242	0.8435800589399804		GSE285029	Q3	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case105	6.307556030482957	2.389016059688509	0.2562362819206623	0.4781952579391659	0.589922301895945		GSE285029	Q4	Q3	Q2	Q3	True	False	False	False	False	False	False	False	False	False	False	CLDN4 Q4 mid-IFN
Case106	5.807251868731306	2.350497247084133	0.8266432405075992	0.7782085763980875	0.2321317722477064		GSE285029	Q2	Q4	Q2	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case107	5.578727424289723	2.9900472195737944	0.1286674030900794	0.2880632003253163	0.3387062643228925		GSE285029	Q2	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case108	4.86235219953202	2.789729251375769	0.3306118705721123	0.4393571784742567	0.1553250721888751		GSE285029	Q1	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case109	5.694852341274738	2.751249464828804	-0.6788470648518528	0.1269728562577655	-0.7368298201681488		GSE285029	Q2	Q1	Q3	Q2	False	False	False	True	True	False	False	False	False	False	False	other
Case110	5.678832500795538	3.1409422173770856	0.4869272097380469	0.0384361816561079	1.0248561159666525		GSE285029	Q2	Q3	Q3	Q2	False	False	False	False	False	False	False	False	False	False	False	other
Case111	5.607211933915222	4.103665482765696	0.433750215069525	0.0	0.6322489527366466		GSE285029	Q2	Q3	Q4	Q1	False	False	True	False	False	False	False	False	False	False	False	other
Case112	5.833219012359909	3.330414983852853	0.772797436911352	0.9160944229383584	0.5932198652281944		GSE285029	Q3	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case113	6.575297201675216	4.698551882310377	0.6342009119244834	0.6461626571578936	0.4445899309157014		GSE285029	Q4	Q4	Q4	Q3	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case114	4.778786800356923	4.295355692891673	1.4921950112404572	1.673104097590174	1.0603555656488122		GSE285029	Q1	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case115	6.11715476192161	3.131095551641694	-0.1528874428795155	0.2091413978385916	-0.061271663082991		GSE285029	Q3	Q2	Q3	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case116	6.965980477846814	2.8375396343794037	-0.7555001442356565	0.0	-0.3100033306420626		GSE285029	Q4	Q1	Q3	Q1	True	False	False	True	True	False	True	False	False	False	True	CLDN4 Q4 ∩ IFN-low
Case117	5.717703837438534	4.070818637533277	0.0315842643426366	0.7604338746701116	-0.2418850773358672		GSE285029	Q2	Q3	Q4	Q4	False	False	True	False	False	False	False	False	False	False	False	other
Case118	6.328495420665916	4.999503988322802	1.2937732736868504	1.3999913506641817	0.8654216438226253		GSE285029	Q4	Q4	Q4	Q4	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case119	5.545721311130395	1.7428685510244426	-1.0323525022750863	0.0	-1.444059702717828		GSE285029	Q2	Q1	Q2	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case120	5.8105202237568605	3.458906906850866	0.8269232592668787	1.0717626693000917	0.3209569119080051		GSE285029	Q3	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case121	5.6240716426072925	0.3115031154682697	-1.0919084447023564	0.0	-1.18082121422832		GSE285029	Q2	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case122	5.629648044187436	3.2904244038653	0.4684079251513368	0.4997821201473117	0.5674009112778495		GSE285029	Q2	Q3	Q3	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case123	5.729851828137525	2.3600832959133315	-0.2476072745891025	0.0690146779151804	-0.1838944719909207		GSE285029	Q2	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case124	5.8571599177929095	1.7428685510244426	-0.1007476075378261	0.0384361816561079	0.1421788729138262		GSE285029	Q3	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case125	5.941693225661369	0.2509615735332187	-1.0927281422106598	0.0	-1.0552788064627607		GSE285029	Q3	Q1	Q1	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case126	5.966845717652737	3.813935070481317	0.3221872660807345	0.2880632003253163	0.2435931620613954		GSE285029	Q3	Q3	Q4	Q3	False	False	True	False	False	False	False	False	False	False	False	other
Case127	6.564058008403771	3.5972927910377988	0.8121873227560912	0.6406209280356978	0.8697946195912776		GSE285029	Q4	Q4	Q4	Q3	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case128	5.551577538492862	2.127633279725874	0.1643209333452798	0.4092551466848378	-0.0051392751597004		GSE285029	Q2	Q3	Q2	Q3	False	False	False	False	False	False	False	False	False	False	False	other
Case129	5.712458217153396	2.7024359142268084	0.6357979204124007	0.8663145613770472	0.2708645232472997		GSE285029	Q2	Q4	Q3	Q4	False	True	False	False	False	False	False	False	False	False	False	other
Case130	5.505890929729957	4.341203008032134	1.801979650817593	2.3103401206121505	0.6990237961276363		GSE285029	Q2	Q4	Q4	Q4	False	True	True	False	False	False	False	False	False	False	False	other
Case131	6.427522370682554	3.694434503873531	-0.4622978823633181	0.0	0.1177141623181373		GSE285029	Q4	Q2	Q4	Q1	True	False	True	False	True	True	False	False	False	True	True	CLDN4 Q4 ∩ IFN/CD274 Q4
Case132	5.7504457200546	4.249597036058996	-0.2615299997213783	0.0690146779151804	0.0598108435702714		GSE285029	Q2	Q2	Q4	Q2	False	False	True	False	True	False	False	False	False	False	False	other
Case133	5.519950702504634	2.3308451896234152	-0.3248019474790096	0.2091413978385916	-0.2559558940839878		GSE285029	Q2	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case134	5.735007610959306	4.602349978247077	-0.5216531070000215	0.1544535926798724	-0.0258546060696977		GSE285029	Q2	Q2	Q4	Q2	False	False	True	False	True	False	False	False	False	False	False	other
Case135	5.865052739719271	3.334139178838237	0.544570362523273	0.6059683588414584	0.7272197840634896		GSE285029	Q3	Q4	Q3	Q3	False	True	False	False	False	False	False	False	False	False	False	other
Case136	0.0	1.9467308601403093	-0.8532781510993591	0.0	-0.0013274267617407		GSE285029	Q1	Q1	Q2	Q1	False	False	False	True	True	False	False	False	False	False	False	other
Case137	5.800692861561554	1.873813198359087	-0.3568709764326256	0.00863030514344	-0.2412593319794274		GSE285029	Q2	Q2	Q2	Q2	False	False	False	False	True	False	False	False	False	False	False	other
Case138	7.847652472094996	4.207190069274157	0.9592538996985598	2.0683268614345054	0.9062778635464008		GSE285029	Q4	Q4	Q4	Q4	True	True	True	False	False	True	False	False	True	True	False	CLDN4 Q4 ∩ IFN/CD274 Q4
Case139	6.897313042625101	2.0576235584781317	-0.0208663962085056	0.0976107966264223	-0.2304417317077034		GSE285029	Q4	Q3	Q2	Q2	True	False	False	False	False	False	False	False	False	False	False	CLDN4 Q4 mid-IFN
Case140	5.997314991915606	3.80683958179819	0.4493092394221161	0.625738061908648	0.4069067121157467		GSE285029	Q3	Q3	Q4	Q3	False	False	True	False	False	False	False	False	False	False	False	other
