split	cohort	patient	method	pair7_sum
q4q1	GSE123902	LX684	cellchat_hill	0.4379668832158542
q4q1	GSE123902	LX684	cellchat_hill_pop	0.054683657050938
q4q1	GSE123902	LX684	cellchat_prod	0.6509937689244141
decile	GSE123902	LX684	cellchat_hill	0.5584845510048377
decile	GSE123902	LX684	cellchat_hill_pop	0.05501825634741535
decile	GSE123902	LX684	cellchat_prod	0.7992520536674417
q4q1	GSE123902	LX699	cellchat_hill	-0.3334930065106999
q4q1	GSE123902	LX699	cellchat_hill_pop	-0.001589979633337168
q4q1	GSE123902	LX699	cellchat_prod	-0.6728355853310897
q4q1	GSE123902	LX701	cellchat_hill	0.09898007084209995
q4q1	GSE123902	LX701	cellchat_hill_pop	0.005234366671484934
q4q1	GSE123902	LX701	cellchat_prod	0.10372561972484293
q4q1	GSE131907	BRONCHO_11	cellchat_hill	0.42719943867115606
q4q1	GSE131907	BRONCHO_11	cellchat_hill_pop	0.020913245365981145
q4q1	GSE131907	BRONCHO_11	cellchat_prod	0.615373088214912
decile	GSE131907	BRONCHO_11	cellchat_hill	0.3050119092037257
decile	GSE131907	BRONCHO_11	cellchat_hill_pop	0.006846678474247791
decile	GSE131907	BRONCHO_11	cellchat_prod	0.4120272885638695
q4q1	GSE131907	BRONCHO_58	cellchat_hill	0.6600942916662025
q4q1	GSE131907	BRONCHO_58	cellchat_hill_pop	0.03720723387513385
q4q1	GSE131907	BRONCHO_58	cellchat_prod	0.9815954224997787
decile	GSE131907	BRONCHO_58	cellchat_hill	0.771198576939809
decile	GSE131907	BRONCHO_58	cellchat_hill_pop	0.02044116980476334
decile	GSE131907	BRONCHO_58	cellchat_prod	1.112819615361473
q4q1	GSE131907	EBUS_06	cellchat_hill	0.3197790418714501
q4q1	GSE131907	EBUS_06	cellchat_hill_pop	0.039962409297277034
q4q1	GSE131907	EBUS_06	cellchat_prod	0.5080174529542821
decile	GSE131907	EBUS_06	cellchat_hill	0.3451926575633155
decile	GSE131907	EBUS_06	cellchat_hill_pop	0.034691090054627026
decile	GSE131907	EBUS_06	cellchat_prod	0.5093592058995897
q4q1	GSE131907	EBUS_10	cellchat_hill	0.44484948623720977
q4q1	GSE131907	EBUS_10	cellchat_hill_pop	0.021131892649196547
q4q1	GSE131907	EBUS_10	cellchat_prod	0.6338557672048645
decile	GSE131907	EBUS_10	cellchat_hill	0.4835629494828463
decile	GSE131907	EBUS_10	cellchat_hill_pop	0.010378197375594478
decile	GSE131907	EBUS_10	cellchat_prod	0.6750184530501708
q4q1	GSE131907	EBUS_12	cellchat_hill	0.35389167046940334
q4q1	GSE131907	EBUS_12	cellchat_hill_pop	0.035726829151728
q4q1	GSE131907	EBUS_12	cellchat_prod	0.6345942149640327
decile	GSE131907	EBUS_12	cellchat_hill	0.9456541728021889
decile	GSE131907	EBUS_12	cellchat_hill_pop	0.05427034669366723
decile	GSE131907	EBUS_12	cellchat_prod	1.5095207681642542
q4q1	GSE131907	EBUS_15	cellchat_hill	0.8469453989623462
q4q1	GSE131907	EBUS_15	cellchat_hill_pop	0.0704682551739581
q4q1	GSE131907	EBUS_15	cellchat_prod	1.2015846072666365
decile	GSE131907	EBUS_15	cellchat_hill	0.6213974284165953
decile	GSE131907	EBUS_15	cellchat_hill_pop	0.026590936300573284
decile	GSE131907	EBUS_15	cellchat_prod	0.9132618209297086
q4q1	GSE131907	EBUS_19	cellchat_hill	0.03800233189802525
q4q1	GSE131907	EBUS_19	cellchat_hill_pop	0.0012428285462542966
q4q1	GSE131907	EBUS_19	cellchat_prod	0.17830989781010304
decile	GSE131907	EBUS_19	cellchat_hill	0.4047421659036262
decile	GSE131907	EBUS_19	cellchat_hill_pop	0.00562054109672694
decile	GSE131907	EBUS_19	cellchat_prod	0.8238771789781191
q4q1	GSE131907	EBUS_28	cellchat_hill	0.27109057542362014
q4q1	GSE131907	EBUS_28	cellchat_hill_pop	0.011202089893538023
q4q1	GSE131907	EBUS_28	cellchat_prod	0.38300058472245047
decile	GSE131907	EBUS_28	cellchat_hill	0.4487824195501616
decile	GSE131907	EBUS_28	cellchat_hill_pop	0.03590259356401294
decile	GSE131907	EBUS_28	cellchat_prod	0.6115646659967817
q4q1	GSE131907	EBUS_49	cellchat_hill	0.43736259719886444
q4q1	GSE131907	EBUS_49	cellchat_hill_pop	0.00986968083325875
q4q1	GSE131907	EBUS_49	cellchat_prod	0.5691803285463203
decile	GSE131907	EBUS_49	cellchat_hill	0.23479334454104292
decile	GSE131907	EBUS_49	cellchat_hill_pop	0.002206648105996611
decile	GSE131907	EBUS_49	cellchat_prod	0.2867648094757844
q4q1	GSE131907	EBUS_51	cellchat_hill	0.22444430439950233
q4q1	GSE131907	EBUS_51	cellchat_hill_pop	0.02584540910233603
q4q1	GSE131907	EBUS_51	cellchat_prod	0.33800858429708586
decile	GSE131907	EBUS_51	cellchat_hill	0.3405882333053001
decile	GSE131907	EBUS_51	cellchat_hill_pop	0.025459531691174604
decile	GSE131907	EBUS_51	cellchat_prod	0.48474471404008157
q4q1	GSE131907	NS_02	cellchat_hill	0.07777164348549118
q4q1	GSE131907	NS_02	cellchat_hill_pop	0.003003305526746081
q4q1	GSE131907	NS_02	cellchat_prod	0.14187220067775286
decile	GSE131907	NS_02	cellchat_hill	-0.06702681809650278
decile	GSE131907	NS_02	cellchat_hill_pop	-0.0011486739738240954
decile	GSE131907	NS_02	cellchat_prod	-0.08036127314204715
q4q1	GSE131907	NS_03	cellchat_hill	0.23453946625873218
q4q1	GSE131907	NS_03	cellchat_hill_pop	0.010234160982572118
q4q1	GSE131907	NS_03	cellchat_prod	0.3998227225841845
decile	GSE131907	NS_03	cellchat_hill	0.24404365040453269
decile	GSE131907	NS_03	cellchat_hill_pop	0.020318485414605857
decile	GSE131907	NS_03	cellchat_prod	0.42778692117708833
q4q1	GSE131907	NS_04	cellchat_hill	0.3539522152593215
q4q1	GSE131907	NS_04	cellchat_hill_pop	0.0256473064115745
q4q1	GSE131907	NS_04	cellchat_prod	0.5269493679494561
decile	GSE131907	NS_04	cellchat_hill	0.3612775905773674
decile	GSE131907	NS_04	cellchat_hill_pop	0.04105911788520879
decile	GSE131907	NS_04	cellchat_prod	0.5334293286648639
q4q1	GSE131907	NS_06	cellchat_hill	0.41738123875204386
q4q1	GSE131907	NS_06	cellchat_hill_pop	0.017868206321170164
q4q1	GSE131907	NS_06	cellchat_prod	0.5076321001519112
q4q1	GSE131907	NS_07	cellchat_hill	0.0
q4q1	GSE131907	NS_07	cellchat_hill_pop	0.0
q4q1	GSE131907	NS_07	cellchat_prod	0.0
decile	GSE131907	NS_07	cellchat_hill	0.0
decile	GSE131907	NS_07	cellchat_hill_pop	0.0
decile	GSE131907	NS_07	cellchat_prod	0.0
q4q1	GSE131907	NS_12	cellchat_hill	0.01963483756714563
q4q1	GSE131907	NS_12	cellchat_hill_pop	0.0001491241752481943
q4q1	GSE131907	NS_12	cellchat_prod	0.01983444642426085
decile	GSE131907	NS_12	cellchat_hill	0.0
decile	GSE131907	NS_12	cellchat_hill_pop	0.0
decile	GSE131907	NS_12	cellchat_prod	0.0
q4q1	GSE131907	NS_13	cellchat_hill	0.038559030438887906
q4q1	GSE131907	NS_13	cellchat_hill_pop	0.0038459716869098945
q4q1	GSE131907	NS_13	cellchat_prod	0.041190125354044455
decile	GSE131907	NS_13	cellchat_hill	0.008887356439335125
decile	GSE131907	NS_13	cellchat_hill_pop	0.0005081812617185558
decile	GSE131907	NS_13	cellchat_prod	0.010593584633689649
q4q1	GSE131907	NS_16	cellchat_hill	0.34303767923339523
q4q1	GSE131907	NS_16	cellchat_hill_pop	0.014024113607030084
q4q1	GSE131907	NS_16	cellchat_prod	0.4519722076682263
q4q1	GSE131907	NS_17	cellchat_hill	0.249683176982543
q4q1	GSE131907	NS_17	cellchat_hill_pop	0.030497460780909362
q4q1	GSE131907	NS_17	cellchat_prod	0.3411599345361284
decile	GSE131907	NS_17	cellchat_hill	0.1654352808090504
decile	GSE131907	NS_17	cellchat_hill_pop	0.018849542415127492
decile	GSE131907	NS_17	cellchat_prod	0.20314673530322278
q4q1	GSE131907	NS_19	cellchat_hill	0.1925166178286181
q4q1	GSE131907	NS_19	cellchat_hill_pop	0.024063020535184387
q4q1	GSE131907	NS_19	cellchat_prod	0.23185210314599
decile	GSE131907	NS_19	cellchat_hill	0.21457008545558892
decile	GSE131907	NS_19	cellchat_hill_pop	0.02202041372556432
decile	GSE131907	NS_19	cellchat_prod	0.2645406469592533
q4q1	GSE205335	P0031	cellchat_hill	0.23217858909804034
q4q1	GSE205335	P0031	cellchat_hill_pop	0.004423485736805176
q4q1	GSE205335	P0031	cellchat_prod	0.3944357826444266
decile	GSE205335	P0031	cellchat_hill	0.09040574344237691
decile	GSE205335	P0031	cellchat_hill_pop	0.0007096921587578149
decile	GSE205335	P0031	cellchat_prod	0.13932881304767147
q4q1	GSE205335	P1006	cellchat_hill	0.1886588080786301
q4q1	GSE205335	P1006	cellchat_hill_pop	0.01367518794182434
q4q1	GSE205335	P1006	cellchat_prod	0.3481398833804076
decile	GSE205335	P1006	cellchat_hill	0.17032030034287762
decile	GSE205335	P1006	cellchat_hill_pop	0.006172667948443128
decile	GSE205335	P1006	cellchat_prod	0.32275437988159983
q4q1	GSE205335	P1015	cellchat_hill	0.8187010559856773
q4q1	GSE205335	P1015	cellchat_hill_pop	0.07324005464473159
q4q1	GSE205335	P1015	cellchat_prod	1.1240891679779792
decile	GSE205335	P1015	cellchat_hill	0.6015798465182202
decile	GSE205335	P1015	cellchat_hill_pop	0.029266000456412145
decile	GSE205335	P1015	cellchat_prod	0.7917048939564406
q4q1	GSE205335	P1016	cellchat_hill	-0.03170167889476006
q4q1	GSE205335	P1016	cellchat_hill_pop	-0.0027410767386120407
q4q1	GSE205335	P1016	cellchat_prod	-0.10307647115947982
decile	GSE205335	P1016	cellchat_hill	0.12046295736463479
decile	GSE205335	P1016	cellchat_hill_pop	0.014644611565532139
decile	GSE205335	P1016	cellchat_prod	0.10319483173530279
q4q1	GSE205335	P1017	cellchat_hill	1.289717171846192
q4q1	GSE205335	P1017	cellchat_hill_pop	0.13924555608556588
q4q1	GSE205335	P1017	cellchat_prod	1.941291434995758
decile	GSE205335	P1017	cellchat_hill	1.1404152134167802
decile	GSE205335	P1017	cellchat_hill_pop	0.07483288840935926
decile	GSE205335	P1017	cellchat_prod	1.756555296940542
q4q1	GSE205335	P1018	cellchat_hill	1.4723959668331343
q4q1	GSE205335	P1018	cellchat_hill_pop	0.11244830836367845
q4q1	GSE205335	P1018	cellchat_prod	2.1387029053687225
decile	GSE205335	P1018	cellchat_hill	1.335470521217657
decile	GSE205335	P1018	cellchat_hill_pop	0.05183945908668004
decile	GSE205335	P1018	cellchat_prod	1.9535138615123127
q4q1	GSE205335	P1025	cellchat_hill	0.10501636782697452
q4q1	GSE205335	P1025	cellchat_hill_pop	0.008622954553926754
q4q1	GSE205335	P1025	cellchat_prod	0.15088815948424816
decile	GSE205335	P1025	cellchat_hill	0.19191742371482864
decile	GSE205335	P1025	cellchat_hill_pop	0.022932976709712796
decile	GSE205335	P1025	cellchat_prod	0.27585624208374715
q4q1	GSE205335	P1027	cellchat_hill	0.6048758886458291
q4q1	GSE205335	P1027	cellchat_hill_pop	0.04853385482840355
q4q1	GSE205335	P1027	cellchat_prod	0.9320165297432681
decile	GSE205335	P1027	cellchat_hill	0.8661511504574702
decile	GSE205335	P1027	cellchat_hill_pop	0.03580255034321659
decile	GSE205335	P1027	cellchat_prod	1.3239348919570413
q4q1	GSE205335	P1030	cellchat_hill	0.6957617747200386
q4q1	GSE205335	P1030	cellchat_hill_pop	0.0754700272165331
q4q1	GSE205335	P1030	cellchat_prod	0.9730890174529886
decile	GSE205335	P1030	cellchat_hill	0.63358176756636
decile	GSE205335	P1030	cellchat_hill_pop	0.07872909537806838
decile	GSE205335	P1030	cellchat_prod	0.8915616703222564
q4q1	GSE205335	P1037	cellchat_hill	0.017017937767469904
q4q1	GSE205335	P1037	cellchat_hill_pop	0.0015949965578803023
q4q1	GSE205335	P1037	cellchat_prod	0.033890989908618
decile	GSE205335	P1037	cellchat_hill	0.01301199494583652
decile	GSE205335	P1037	cellchat_hill_pop	0.0016128968425917524
decile	GSE205335	P1037	cellchat_prod	0.02582182192103305
q4q1	GSE205335	P1056	cellchat_hill	0.3037134573617473
q4q1	GSE205335	P1056	cellchat_hill_pop	0.037810477423670344
q4q1	GSE205335	P1056	cellchat_prod	0.3562524187006853
decile	GSE205335	P1056	cellchat_hill	0.5094700821322806
decile	GSE205335	P1056	cellchat_hill_pop	0.04902438200820917
decile	GSE205335	P1056	cellchat_prod	0.6749723188125949
q4q1	GSE205335	P1062	cellchat_hill	0.4467815347032043
q4q1	GSE205335	P1062	cellchat_hill_pop	0.009874466527163075
q4q1	GSE205335	P1062	cellchat_prod	0.585921838734045
decile	GSE205335	P1062	cellchat_hill	0.5482203837386883
decile	GSE205335	P1062	cellchat_hill_pop	0.004917583034530963
decile	GSE205335	P1062	cellchat_prod	0.7370603695973992
q4q1	GSE205335	P1063	cellchat_hill	0.13508167634395016
q4q1	GSE205335	P1063	cellchat_hill_pop	0.001320566384616324
q4q1	GSE205335	P1063	cellchat_prod	0.11662491009359421
decile	GSE205335	P1063	cellchat_hill	0.14751297876511937
decile	GSE205335	P1063	cellchat_hill_pop	0.0005999811390388957
decile	GSE205335	P1063	cellchat_prod	0.1507407918857469
q4q1	GSE205335	P1072	cellchat_hill	0.7807689970445583
q4q1	GSE205335	P1072	cellchat_hill_pop	0.07441990559386874
q4q1	GSE205335	P1072	cellchat_prod	1.2442225152009816
decile	GSE205335	P1072	cellchat_hill	0.6636360741512082
decile	GSE205335	P1072	cellchat_hill_pop	0.03507027202451172
decile	GSE205335	P1072	cellchat_prod	1.0102074774119363
q4q1	GSE205335	P1076	cellchat_hill	0.3385820265653468
q4q1	GSE205335	P1076	cellchat_hill_pop	0.023743963928905466
q4q1	GSE205335	P1076	cellchat_prod	0.4295029267209881
decile	GSE205335	P1076	cellchat_hill	0.2848442792859878
decile	GSE205335	P1076	cellchat_hill_pop	0.009812103250673086
decile	GSE205335	P1076	cellchat_prod	0.3461576227289611
q4q1	GSE205335	P1079	cellchat_hill	1.2088187073992336
q4q1	GSE205335	P1079	cellchat_hill_pop	0.137538381899881
q4q1	GSE205335	P1079	cellchat_prod	1.6527719295545267
decile	GSE205335	P1079	cellchat_hill	0.8167333250067415
decile	GSE205335	P1079	cellchat_hill_pop	0.059576800576822166
decile	GSE205335	P1079	cellchat_prod	1.0637458408859817
q4q1	GSE205335	P1084	cellchat_hill	0.888235776382163
q4q1	GSE205335	P1084	cellchat_hill_pop	0.017067478996193715
q4q1	GSE205335	P1084	cellchat_prod	1.4837378388112472
decile	GSE205335	P1084	cellchat_hill	1.2375345099609354
decile	GSE205335	P1084	cellchat_hill_pop	0.009689695663857353
decile	GSE205335	P1084	cellchat_prod	2.007684027515624
q4q1	GSE205335	P1089	cellchat_hill	0.01931373481361237
q4q1	GSE205335	P1089	cellchat_hill_pop	0.0021643739861151048
q4q1	GSE205335	P1089	cellchat_prod	0.03633187530428628
decile	GSE205335	P1089	cellchat_hill	0.047439381163713816
decile	GSE205335	P1089	cellchat_hill_pop	0.00583879276395139
decile	GSE205335	P1089	cellchat_prod	0.05060576825858468
q4q1	GSE205335	P1090	cellchat_hill	0.9433248358122086
q4q1	GSE205335	P1090	cellchat_hill_pop	0.11739943059391508
q4q1	GSE205335	P1090	cellchat_prod	1.4088054574142723
decile	GSE205335	P1090	cellchat_hill	1.0483908049637916
decile	GSE205335	P1090	cellchat_hill_pop	0.11251729591063979
decile	GSE205335	P1090	cellchat_prod	1.5765539729030116
q4q1	GSE205335	P1115	cellchat_hill	0.0
q4q1	GSE205335	P1115	cellchat_hill_pop	0.0
q4q1	GSE205335	P1115	cellchat_prod	0.0
decile	GSE205335	P1115	cellchat_hill	0.0
decile	GSE205335	P1115	cellchat_hill_pop	0.0
decile	GSE205335	P1115	cellchat_prod	0.0
q4q1	GSE205335	P1119	cellchat_hill	1.0356373017091665
q4q1	GSE205335	P1119	cellchat_hill_pop	0.12944432589345023
q4q1	GSE205335	P1119	cellchat_prod	1.5424879388062382
decile	GSE205335	P1119	cellchat_hill	1.1124569863278422
decile	GSE205335	P1119	cellchat_hill_pop	0.11264254228095827
decile	GSE205335	P1119	cellchat_prod	1.6574754210084786
q4q1	GSE189357	TD1	cellchat_hill	0.908834789326912
q4q1	GSE189357	TD1	cellchat_hill_pop	0.040609942199721916
q4q1	GSE189357	TD1	cellchat_prod	1.3186346150852448
decile	GSE189357	TD1	cellchat_hill	1.0096172751810804
decile	GSE189357	TD1	cellchat_hill_pop	0.020367670850021082
decile	GSE189357	TD1	cellchat_prod	1.4485194967068655
q4q1	GSE189357	TD2	cellchat_hill	0.2667890674454228
q4q1	GSE189357	TD2	cellchat_hill_pop	0.006388517850469155
q4q1	GSE189357	TD2	cellchat_prod	0.3364471977257808
decile	GSE189357	TD2	cellchat_hill	0.0818871165287773
decile	GSE189357	TD2	cellchat_hill_pop	0.0008314058518724214
decile	GSE189357	TD2	cellchat_prod	-0.05517844463512292
q4q1	GSE189357	TD3	cellchat_hill	0.2793288369350161
q4q1	GSE189357	TD3	cellchat_hill_pop	0.006434815187675856
q4q1	GSE189357	TD3	cellchat_prod	0.43560610871804095
decile	GSE189357	TD3	cellchat_hill	0.2972196729659021
decile	GSE189357	TD3	cellchat_hill_pop	0.002888317220915929
decile	GSE189357	TD3	cellchat_prod	0.46955982779382444
q4q1	GSE189357	TD4	cellchat_hill	0.4550941140158544
q4q1	GSE189357	TD4	cellchat_hill_pop	0.007312780472660968
q4q1	GSE189357	TD4	cellchat_prod	0.6860386509725604
decile	GSE189357	TD4	cellchat_hill	0.43557035728098825
decile	GSE189357	TD4	cellchat_hill_pop	0.002926355850785609
decile	GSE189357	TD4	cellchat_prod	0.6536236823299587
q4q1	GSE189357	TD5	cellchat_hill	0.2508605107598843
q4q1	GSE189357	TD5	cellchat_hill_pop	0.00846661264149062
q4q1	GSE189357	TD5	cellchat_prod	0.37670724409010564
decile	GSE189357	TD5	cellchat_hill	0.2744612759553099
decile	GSE189357	TD5	cellchat_hill_pop	0.00403831355491154
decile	GSE189357	TD5	cellchat_prod	0.407887492121268
q4q1	GSE189357	TD6	cellchat_hill	0.24285657498018157
q4q1	GSE189357	TD6	cellchat_hill_pop	0.015579793363464711
q4q1	GSE189357	TD6	cellchat_prod	0.29824733453857255
decile	GSE189357	TD6	cellchat_hill	0.22638527079766377
decile	GSE189357	TD6	cellchat_hill_pop	0.0070358980042055826
decile	GSE189357	TD6	cellchat_prod	0.26764542271294517
q4q1	GSE189357	TD7	cellchat_hill	-0.014296970677763015
q4q1	GSE189357	TD7	cellchat_hill_pop	-0.0010839855780900545
q4q1	GSE189357	TD7	cellchat_prod	-0.05884569739225229
decile	GSE189357	TD7	cellchat_hill	0.012134250944666296
decile	GSE189357	TD7	cellchat_hill_pop	0.0004628348357470043
decile	GSE189357	TD7	cellchat_prod	-0.007884323879661054
q4q1	GSE189357	TD8	cellchat_hill	0.1743829555975382
q4q1	GSE189357	TD8	cellchat_hill_pop	0.005331040154969467
q4q1	GSE189357	TD8	cellchat_prod	0.21856906189648614
decile	GSE189357	TD8	cellchat_hill	0.16847936566120555
decile	GSE189357	TD8	cellchat_hill_pop	0.002219545238813584
decile	GSE189357	TD8	cellchat_prod	0.2235848930784988
q4q1	GSE189357	TD9	cellchat_hill	0.07021948376560501
q4q1	GSE189357	TD9	cellchat_hill_pop	0.008089226607072172
q4q1	GSE189357	TD9	cellchat_prod	0.05481434607395216
decile	GSE189357	TD9	cellchat_hill	0.0677342404586767
decile	GSE189357	TD9	cellchat_hill_pop	0.005072608558683601
decile	GSE189357	TD9	cellchat_prod	0.052801773917726655
